 refcode  , lab1  , dist1 , lab2  , ano2 
 SUMXIH   , Fe1   , 1.874 , N4    ,    7
 SUMXIH   , Fe1   , 1.876 , N1    ,    7
 SUMXIH   , Fe1   ,  1.91 , N2    ,    7
 SUMXIH   , Fe1   , 1.911 , N3    ,    7
 SUMXIH   , Fe1   , 2.188 , N5    ,    7
 SUPHUH   , Fe1   , 1.881 , O1    ,    8
 SUPHUH   , Fe1   , 1.882 , O2    ,    8
 SUPHUH   , Fe1   , 1.948 , N3    ,    7
 SUPHUH   , Fe1   ,  1.95 , N1    ,    7
 SUPHUH   , Fe1   , 1.972 , N4    ,    7
 SUPHUH   , Fe1   , 1.979 , N2    ,    7
 SURRED   , Fe1   , 2.185 , Cl4   ,   17
 SURRED   , Fe1   , 2.186 , Cl1   ,   17
 SURRED   , Fe1   , 2.187 , Cl3   ,   17
 SURRED   , Fe1   , 2.218 , Cl2   ,   17
 SURRIH   , Fe1   , 2.318 , Br3   ,   35
 SURRIH   , Fe1   , 2.327 , Br2   ,   35
 SURRIH   , Fe1   , 2.327 , Br4   ,   35
 SURRIH   , Fe1   ,  2.36 , Br1   ,   35
 SURRON   , Fe1   , 2.186 , Cl4   ,   17
 SURRON   , Fe1   ,  2.19 , Cl3   ,   17
 SURRON   , Fe1   , 2.192 , Cl2   ,   17
 SURRON   , Fe1   , 2.198 , Cl1   ,   17
 SURRUT   , Fe1   , 2.324 , Br1   ,   35
 SURRUT   , Fe1   ,  2.33 , Br2   ,   35
 SURRUT   , Fe1   , 2.333 , Br3   ,   35
 SURRUT   , Fe1   , 2.335 , Br4   ,   35
 SUVCUH   , Fe1   ,   1.9 , O3    ,    8
 SUVCUH   , Fe1   , 1.925 , O2    ,    8
 SUVCUH   , Fe1   , 1.963 , O1    ,    8
 SUVCUH   , Fe1   , 2.122 , N2    ,    7
 SUVCUH   , Fe1   , 2.193 , N3    ,    7
 SUVCUH   , Fe1   , 2.273 , N1    ,    7
 SUWDEU   , Fe1   , 2.332 , Br2   ,   35
 SUWDEU   , Fe1   , 2.336 , Br1   ,   35
 SUWDEU   , Fe1   , 2.336 , Br4   ,   35
 SUWDEU   , Fe1   , 2.343 , Br3   ,   35
 SUXREI   , Fe1   , 1.973 , O2    ,    8
 SUXREI   , Fe1   , 1.984 , O4    ,    8
 SUXREI   , Fe1   , 1.984 , O6    ,    8
 SUXREI   , Fe1   , 2.026 , O1    ,    8
 SUXREI   , Fe1   ,  2.05 , O3    ,    8
 SUXREI   , Fe1   , 2.054 , O5    ,    8
 SUXREI   , Fe2   , 1.946 , O10   ,    8
 SUXREI   , Fe2   , 1.977 , O8    ,    8
 SUXREI   , Fe2   ,  1.99 , O12   ,    8
 SUXREI   , Fe2   , 2.036 , O7    ,    8
 SUXREI   , Fe2   , 2.057 , O9    ,    8
 SUXREI   , Fe2   , 2.075 , O11   ,    8
 SUYRIN   , Fe1   , 2.166 , N1    ,    7
 SUYRIN   , Fe1   ,  2.22 , N3    ,    7
 SUYRIN   , Fe1   , 2.281 , N2    ,    7
 SUYRIN   , Fe1   , 2.287 , Cl3   ,   17
 SUYRIN   , Fe1   , 2.288 , Cl2   ,   17
 SUYRIN   , Fe1   , 2.293 , Cl1   ,   17
 SUYROT   , Fe1   , 2.175 , N3    ,    7
 SUYROT   , Fe1   , 2.184 , N1    ,    7
 SUYROT   , Fe1   , 2.286 , Cl2   ,   17
 SUYROT   , Fe1   , 2.297 , Cl3   ,   17
 SUYROT   , Fe1   ,   2.3 , N2    ,    7
 SUYROT   , Fe1   , 2.308 , Cl1   ,   17
 TAGYIL   , Fe1   ,  1.88 , N1    ,    7
 TAGYIL   , Fe1   , 1.883 , N2    ,    7
 TAGYIL   , Fe1   , 1.953 , N3    ,    7
 TAGYIL   , Fe1   , 1.961 , N4    ,    7
 TAGYIL   , Fe1   , 1.975 , N5    ,    7
 TAGYIL   , Fe1   , 1.995 , N8    ,    7
 TAGYIL   , Fe2   , 1.889 , N12   ,    7
 TAGYIL   , Fe2   , 1.893 , N7    ,    7
 TAGYIL   , Fe2   , 1.956 , N19   ,    7
 TAGYIL   , Fe2   , 1.957 , N9    ,    7
 TAGYIL   , Fe2   , 1.983 , N20   ,    7
 TAGYIL   , Fe2   , 2.033 , N14   ,    7
 TAJNOI   , Fe2   , 1.747 , O1    ,    8
 TAJNOI   , Fe2   ,  2.21 , Cl2   ,   17
 TAJNOI   , Fe2   , 2.223 , Cl1   ,   17
 TAJNOI   , Fe2   , 2.224 , Cl3   ,   17
 TAKSIH   , Fe1   ,  1.91 , O1    ,    8
 TAKSIH   , Fe1   , 2.055 , N1    ,    7
 TAKSIH   , Fe1   , 2.055 , N2    ,    7
 TAKSIH   , Fe1   , 2.057 , N3    ,    7
 TAKSIH   , Fe1   , 2.057 , N4    ,    7
 TALLUO   , Fe1   , 2.225 , S3    ,   16
 TALLUO   , Fe1   ,  2.23 , S4    ,   16
 TALLUO   , Fe1   , 2.231 , S1    ,   16
 TALLUO   , Fe1   , 2.235 , S2    ,   16
 TALLUO   , Fe1   , 2.424 , S1A   ,   16
 TALLUO   , Fe2   , 2.222 , S6    ,   16
 TALLUO   , Fe2   , 2.229 , S7    ,   16
 TALLUO   , Fe2   , 2.235 , S5    ,   16
 TALLUO   , Fe2   , 2.237 , S8    ,   16
 TALLUO   , Fe2   , 2.494 , S8A   ,   16
 TALMEZ   , Fe1   , 2.155 , N1    ,    7
 TALMEZ   , Fe1   , 2.226 , S1    ,   16
 TALMEZ   , Fe1   , 2.234 , S4    ,   16
 TALMEZ   , Fe1   , 2.235 , S3    ,   16
 TALMEZ   , Fe1   , 2.253 , S2    ,   16
 TALREE   , Fe1   , 1.932 , O6    ,    8
 TALREE   , Fe1   , 1.943 , O13   ,    8
 TALREE   , Fe1   , 2.007 , O9    ,    8
 TALREE   , Fe1   , 2.019 , O16   ,    8
 TALREE   , Fe1   , 2.035 , O4    ,    8
 TALREE   , Fe1   , 2.064 , O11   ,    8
 TAMSOQ   , Fe1   , 1.876 , O1    ,    8
 TAMSOQ   , Fe1   , 1.915 , O2    ,    8
 TAMSOQ   , Fe1   , 1.964 , N2    ,    7
 TAMSOQ   , Fe1   , 1.974 , N3    ,    7
 TAMSOQ   , Fe1   , 1.994 , N1    ,    7
 TAMSOQ   , Fe1   , 2.018 , N4    ,    7
 TAMSUW   , Fe1   ,  1.85 , O2    ,    8
 TAMSUW   , Fe1   , 1.923 , O1    ,    8
 TAMSUW   , Fe1   ,  1.94 , N2    ,    7
 TAMSUW   , Fe1   , 1.963 , N3    ,    7
 TAMSUW   , Fe1   , 1.967 , N1    ,    7
 TAMSUW   , Fe1   , 1.995 , N4    ,    7
 TAMTEH03 , Fe1   , 1.862 , O1    ,    8
 TAMTEH03 , Fe1   , 1.917 , O2    ,    8
 TAMTEH03 , Fe1   , 1.932 , N3    ,    7
 TAMTEH03 , Fe1   , 1.954 , N1    ,    7
 TAMTEH03 , Fe1   , 1.964 , N4    ,    7
 TAMTEH03 , Fe1   , 1.998 , N2    ,    7
 TAMTIL01 , Fe1   , 1.902 , O2    ,    8
 TAMTIL01 , Fe1   , 1.926 , O1    ,    8
 TAMTIL01 , Fe1   , 2.062 , N2    ,    7
 TAMTIL01 , Fe1   , 2.086 , N3    ,    7
 TAMTIL01 , Fe1   , 2.087 , N1    ,    7
 TAMTIL01 , Fe1   , 2.129 , N4    ,    7
 TAPWOW   , Fe1   , 2.171 , Cl1   ,   17
 TAPWOW   , Fe1   , 2.184 , Cl4   ,   17
 TAPWOW   , Fe1   , 2.191 , Cl3   ,   17
 TAPWOW   , Fe1   , 2.195 , Cl2   ,   17
 TAVNOT   , Fe1   , 2.121 , O1    ,    8
 TAVNOT   , Fe1   , 2.134 , O2    ,    8
 TAVNOT   , Fe1   , 2.295 , Cl3   ,   17
 TAVNOT   , Fe1   , 2.304 , Cl4   ,   17
 TAVNOT   , Fe1   , 2.343 , Cl2   ,   17
 TAVNOT   , Fe1   , 2.394 , Cl1   ,   17
 TAVPAJ   , Fe1   , 1.861 , O3    ,    8
 TAVPAJ   , Fe1   , 1.871 , O1    ,    8
 TAVPAJ   , Fe1   , 1.876 , O2    ,    8
 TAVPAJ   , Fe1   , 2.156 , N2    ,    7
 TAVPAJ   , Fe1   , 2.188 , N1    ,    7
 TAZBFE   , Fe1   , 1.935 , N1B   ,    7
 TAZBFE   , Fe1   , 1.935 , N1C   ,    7
 TAZBFE   , Fe1   , 1.936 , N1    ,    7
 TAZBFE   , Fe1   , 1.989 , N2C   ,    7
 TAZBFE   , Fe1   ,  1.99 , N2    ,    7
 TAZBFE   , Fe1   ,  1.99 , N2B   ,    7
 TEGVAC   , Fe1   , 1.857 , O1    ,    8
 TEGVAC   , Fe1   , 1.864 , O2    ,    8
 TEGVAC   , Fe1   , 2.145 , N1    ,    7
 TEGVAC   , Fe1   , 2.163 , N2    ,    7
 TEGVAC   , Fe1   , 2.237 , Cl1   ,   17
 TFORHI10 , Fe1   ,  2.01 , O1    ,    8
 TFORHI10 , Fe1   ,  2.01 , O1A   ,    8
 TFORHI10 , Fe1   ,  2.01 , O1B   ,    8
 TFORHI10 , Fe1   , 2.444 , S1    ,   16
 TFORHI10 , Fe1   , 2.444 , S1A   ,   16
 TFORHI10 , Fe1   , 2.444 , S1B   ,   16
 TIBMAS   , Fe1   , 1.807 , O1    ,    8
 TIBMAS   , Fe1   , 1.983 , O2    ,    8
 TIBMAS   , Fe1   , 2.113 , N2    ,    7
 TIBMAS   , Fe1   ,  2.15 , N6    ,    7
 TIBMAS   , Fe1   , 2.173 , N4    ,    7
 TIBMAS   , Fe1   , 2.271 , N1    ,    7
 TIBMAS   , Fe2   , 1.765 , O1    ,    8
 TIBMAS   , Fe2   ,  2.04 , O3    ,    8
 TIBMAS   , Fe2   , 2.081 , N9    ,    7
 TIBMAS   , Fe2   , 2.083 , N11   ,    7
 TIBMAS   , Fe2   , 2.137 , N13   ,    7
 TIBMAS   , Fe2   , 2.379 , N8    ,    7
 TIFGIY   , Fe1   , 1.963 , O1    ,    8
 TIFGIY   , Fe1   , 1.964 , O2    ,    8
 TIFGIY   , Fe1   , 2.041 , N2    ,    7
 TIFGIY   , Fe1   , 2.042 , N1    ,    7
 TIFGIY   , Fe1   ,  2.22 , Cl1   ,   17
 TIFGOE   , Fe1   , 1.869 , O1    ,    8
 TIFGOE   , Fe1   , 1.877 , O2    ,    8
 TIFGOE   , Fe1   , 1.886 , N2    ,    7
 TIFGOE   , Fe1   , 1.897 , N1    ,    7
 TIFGOE   , Fe1   , 2.367 , Br1   ,   35
 TIFGOE   , Fe2   ,  1.95 , O3    ,    8
 TIFGOE   , Fe2   , 1.954 , O4    ,    8
 TIFGOE   , Fe2   , 2.045 , N3    ,    7
 TIFGOE   , Fe2   , 2.049 , N4    ,    7
 TIFGOE   , Fe2   , 2.369 , Br2   ,   35
 TIFGOE03 , Fe1   , 1.954 , O2    ,    8
 TIFGOE03 , Fe1   , 1.961 , O1    ,    8
 TIFGOE03 , Fe1   , 2.045 , N1    ,    7
 TIFGOE03 , Fe1   , 2.046 , N2    ,    7
 TIFGOE03 , Fe1   , 2.371 , Br1   ,   35
 TIFSUX   , Fe1   , 1.916 , N6    ,    7
 TIFSUX   , Fe1   , 1.921 , N2    ,    7
 TIFSUX   , Fe1   , 2.038 , N5    ,    7
 TIFSUX   , Fe1   , 2.039 , N1    ,    7
 TIFSUX   , Fe1   , 2.221 , S4    ,   16
 TIFSUX   , Fe1   , 2.226 , S1    ,   16
 TIJDEW   , Fe1   ,  2.19 , Cl2   ,   17
 TIJDEW   , Fe1   , 2.195 , Cl1   ,   17
 TIJDEW   , Fe1   , 2.195 , Cl1A  ,   17
 TIJDEW   , Fe1   , 2.195 , Cl1B  ,   17
 TIJDEW   , Fe2   , 2.197 , Cl4   ,   17
 TIJDEW   , Fe2   , 2.197 , Cl4C  ,   17
 TIJDEW   , Fe2   , 2.197 , Cl4D  ,   17
 TIJDEW   , Fe2   , 2.211 , Cl3   ,   17
 TIPNOV02 , Fe1   ,  2.18 , N3    ,    7
 TIPNOV02 , Fe1   , 2.183 , N1    ,    7
 TIPNOV02 , Fe1   , 2.195 , N2    ,    7
 TIPNOV02 , Fe1   , 2.276 , Cl1   ,   17
 TIPNOV02 , Fe1   , 2.283 , Cl3   ,   17
 TIPNOV02 , Fe1   , 2.312 , Cl2   ,   17
 TIPNOV02 , Fe2   , 2.181 , N6    ,    7
 TIPNOV02 , Fe2   , 2.194 , N4    ,    7
 TIPNOV02 , Fe2   , 2.205 , N5    ,    7
 TIPNOV02 , Fe2   , 2.276 , Cl6   ,   17
 TIPNOV02 , Fe2   , 2.284 , Cl5   ,   17
 TIPNOV02 , Fe2   , 2.319 , Cl4   ,   17
 TIPQAK02 , Fe1   ,  1.92 , O1    ,    8
 TIPQAK02 , Fe1   , 2.191 , N3    ,    7
 TIPQAK02 , Fe1   , 2.205 , N1    ,    7
 TIPQAK02 , Fe1   , 2.231 , N2    ,    7
 TIPQAK02 , Fe1   , 2.285 , Cl2   ,   17
 TIPQAK02 , Fe1   , 2.321 , Cl1   ,   17
 TIQNEM   , Fe1   , 1.759 , O1    ,    8
 TIQNEM   , Fe1   , 2.206 , Cl5   ,   17
 TIQNEM   , Fe1   , 2.209 , Cl4   ,   17
 TIQNEM   , Fe1   , 2.219 , Cl3   ,   17
 TIQNEM   , Fe2   , 1.766 , O1    ,    8
 TIQNEM   , Fe2   , 2.207 , Cl1   ,   17
 TIQNEM   , Fe2   , 2.217 , Cl6   ,   17
 TIQNEM   , Fe2   , 2.224 , Cl2   ,   17
 TIRSOD   , Fe1   , 2.334 , Br1   ,   35
 TIRSOD   , Fe1   , 2.334 , Br3   ,   35
 TIRSOD   , Fe1   , 2.334 , Br4   ,   35
 TIRSOD   , Fe1   , 2.371 , Br2   ,   35
 TITKAJ   , Fe1   , 1.673 , N2    ,    7
 TITKAJ   , Fe1   , 1.687 , N1    ,    7
 TITKAJ   , Fe1   , 1.981 , N3    ,    7
 TITKAJ   , Fe1   , 2.312 , S1    ,   16
 TITWIC   , Fe1   , 2.142 , Cl2   ,   17
 TITWIC   , Fe1   , 2.158 , Cl3   ,   17
 TITWIC   , Fe1   , 2.169 , Cl1   ,   17
 TITWIC   , Fe1   , 2.188 , Cl4   ,   17
 TIYDAH   , Fe1   , 1.905 , O1    ,    8
 TIYDAH   , Fe1   ,  1.93 , O2    ,    8
 TIYDAH   , Fe1   , 1.992 , O4    ,    8
 TIYDAH   , Fe1   , 2.095 , O3    ,    8
 TIYDAH   , Fe1   , 2.181 , N2    ,    7
 TIYDAH   , Fe1   , 2.197 , N1    ,    7
 TIZKIX   , Fe1   , 1.902 , O3    ,    8
 TIZKIX   , Fe1   , 1.923 , O2    ,    8
 TIZKIX   , Fe1   , 1.934 , O1    ,    8
 TIZKIX   , Fe1   , 2.143 , N2    ,    7
 TIZKIX   , Fe1   , 2.197 , N6    ,    7
 TIZKIX   , Fe1   , 2.226 , N4    ,    7
 TMTZNF   , Fe1   , 1.737 , N1    ,    7
 TMTZNF   , Fe1   , 2.147 , N3    ,    7
 TMTZNF   , Fe1   , 2.162 , N5    ,    7
 TMTZNF   , Fe1   , 2.167 , N4    ,    7
 TMTZNF   , Fe1   , 2.183 , N2    ,    7
 TOGROW   , Fe1   , 1.944 , O1    ,    8
 TOGROW   , Fe1   , 1.951 , O4    ,    8
 TOGROW   , Fe1   , 1.969 , O3    ,    8
 TOGROW   , Fe1   , 2.067 , N3    ,    7
 TOGROW   , Fe1   , 2.126 , O2    ,    8
 TOGROW   , Fe1   , 2.168 , N1    ,    7
 TOMBAZ   , Fe1   , 1.779 , O1    ,    8
 TOMBAZ   , Fe1   ,  2.06 , N2    ,    7
 TOMBAZ   , Fe1   , 2.068 , N1    ,    7
 TOMBAZ   , Fe1   , 2.069 , N4    ,    7
 TOMBAZ   , Fe1   , 2.076 , N3    ,    7
 TOMBAZ   , Fe2   , 1.768 , O1    ,    8
 TOMBAZ   , Fe2   , 2.067 , N8    ,    7
 TOMBAZ   , Fe2   , 2.069 , N7    ,    7
 TOMBAZ   , Fe2   , 2.075 , N5    ,    7
 TOMBAZ   , Fe2   ,  2.08 , N6    ,    7
 TOMSIY   , Fe1   ,  1.97 , O4    ,    8
 TOMSIY   , Fe1   , 1.972 , O4A   ,    8
 TOMSIY   , Fe1   , 1.995 , O1    ,    8
 TOMSIY   , Fe1   , 1.998 , O2    ,    8
 TOMSIY   , Fe1   , 2.004 , O3    ,    8
 TOMSIY   , Fe1   ,  2.02 , O5    ,    8
 TOPRUL   , Fe1   , 2.056 , O1    ,    8
 TOPRUL   , Fe1   , 2.235 , S2    ,   16
 TOPRUL   , Fe1   ,  2.24 , S1    ,   16
 TOPRUL   , Fe1   , 2.247 , S3    ,   16
 TOPRUL   , Fe1   ,  2.25 , S4    ,   16
 TOQCUX   , Fe1   ,  2.38 , Cl2   ,   17
 TOQCUX   , Fe1   ,  2.38 , Cl2B  ,   17
 TOQCUX   , Fe1   , 2.391 , Cl1   ,   17
 TOQCUX   , Fe1   , 2.391 , Cl1B  ,   17
 TOQCUX   , Fe1   , 2.404 , Cl3   ,   17
 TOQCUX   , Fe1   , 2.404 , Cl3B  ,   17
 TOQCUX   , Fe2   , 2.389 , Cl6   ,   17
 TOQCUX   , Fe2   , 2.389 , Cl6B  ,   17
 TOQCUX   , Fe2   , 2.391 , Cl5   ,   17
 TOQCUX   , Fe2   , 2.391 , Cl5B  ,   17
 TOQCUX   , Fe2   , 2.392 , Cl4   ,   17
 TOQCUX   , Fe2   , 2.392 , Cl4B  ,   17
 TOQDAE   , Fe1   ,  2.39 , Cl2   ,   17
 TOQDAE   , Fe1   ,  2.39 , Cl2F  ,   17
 TOQDAE   , Fe1   ,  2.39 , Cl2I  ,   17
 TOQDAE   , Fe1   ,  2.39 , Cl2O  ,   17
 TOQDAE   , Fe1   , 2.401 , Cl1   ,   17
 TOQDAE   , Fe1   , 2.401 , Cl1I  ,   17
 TOQDAE   , Fe2   , 2.161 , Cl3   ,   17
 TOQDAE   , Fe2   , 2.161 , Cl3F  ,   17
 TOQDAE   , Fe2   , 2.161 , Cl3I  ,   17
 TOQDAE   , Fe2   , 2.161 , Cl3O  ,   17
 TOQQOG   , Fe1   ,  1.89 , O1    ,    8
 TOQQOG   , Fe1   ,  1.89 , O1A   ,    8
 TOQQOG   , Fe1   , 2.061 , N1    ,    7
 TOQQOG   , Fe1   , 2.061 , N1A   ,    7
 TOQQOG   , Fe1   , 2.166 , O2    ,    8
 TOQQOG   , Fe1   , 2.166 , O2A   ,    8
 TOQTOJ   , Fe1   , 1.895 , N1    ,    7
 TOQTOJ   , Fe1   , 1.901 , N2    ,    7
 TOQTOJ   , Fe1   , 1.922 , N3    ,    7
 TOQTOJ   , Fe1   , 1.924 , N4    ,    7
 TOQTOJ   , Fe1   , 2.268 , S1    ,   16
 TOYRUU   , Fe1   , 2.066 , N3    ,    7
 TOYRUU   , Fe1   , 2.068 , N4    ,    7
 TOYRUU   , Fe1   , 2.074 , N1    ,    7
 TOYRUU   , Fe1   , 2.078 , N2    ,    7
 TOYRUU   , Fe1   , 2.231 , Cl1   ,   17
 TPASFC   , Fe1   , 2.182 , Cl1   ,   17
 TPASFC   , Fe1   , 2.182 , Cl1C  ,   17
 TPASFC   , Fe1   , 2.182 , Cl1D  ,   17
 TPASFC   , Fe1   , 2.182 , Cl1G  ,   17
 TUBHED   , Fe4   , 2.262 , S5    ,   16
 TUBHED   , Fe4   , 2.271 , S4    ,   16
 TUBHED   , Fe4   , 2.282 , S7    ,   16
 TUBHED   , Fe4   , 2.284 , S6    ,   16
 TUBHON   , Fe1   ,  2.08 , N1    ,    7
 TUBHON   , Fe1   , 2.081 , N2    ,    7
 TUBHON   , Fe1   , 2.082 , N3    ,    7
 TUBHON   , Fe1   , 2.087 , N4    ,    7
 TUBHON   , Fe1   ,  2.23 , Cl1   ,   17
 TUBHUT   , Fe1   , 1.748 , O1    ,    8
 TUBHUT   , Fe1   , 2.067 , N1    ,    7
 TUBHUT   , Fe1   , 2.077 , N4    ,    7
 TUBHUT   , Fe1   , 2.082 , N2    ,    7
 TUBHUT   , Fe1   , 2.082 , N3    ,    7
 TUDLIN01 , Fe1   , 1.817 , O1    ,    8
 TUDLIN01 , Fe1   , 1.975 , O2    ,    8
 TUDLIN01 , Fe1   , 2.125 , N3    ,    7
 TUDLIN01 , Fe1   , 2.133 , N4    ,    7
 TUDLIN01 , Fe1   , 2.185 , N1    ,    7
 TUDLIN01 , Fe1   , 2.205 , N2    ,    7
 TUDLIN01 , Fe2   ,  1.78 , O1    ,    8
 TUDLIN01 , Fe2   , 2.053 , O3    ,    8
 TUDLIN01 , Fe2   , 2.121 , N8    ,    7
 TUDLIN01 , Fe2   , 2.124 , N6    ,    7
 TUDLIN01 , Fe2   , 2.157 , N7    ,    7
 TUDLIN01 , Fe2   , 2.238 , N5    ,    7
 TUFZIE   , Fe1   , 1.953 , N2    ,    7
 TUFZIE   , Fe1   , 1.953 , N2F   ,    7
 TUFZIE   , Fe1   ,  1.96 , N6    ,    7
 TUFZIE   , Fe1   ,  1.96 , N6F   ,    7
 TUFZIE   , Fe1   , 1.962 , N4    ,    7
 TUFZIE   , Fe1   , 1.962 , N4F   ,    7
 TUJPUK   , Fe1   , 1.984 , O2    ,    8
 TUJPUK   , Fe1   , 1.987 , O1    ,    8
 TUJPUK   , Fe1   , 2.107 , N2    ,    7
 TUJPUK   , Fe1   , 2.131 , N1    ,    7
 TUJPUK   , Fe1   , 2.164 , N3    ,    7
 TUJPUK   , Fe1   , 2.364 , Cl1   ,   17
 TUJQAR   , Fe1   , 1.985 , O2    ,    8
 TUJQAR   , Fe1   , 1.987 , O1    ,    8
 TUJQAR   , Fe1   , 1.994 , N4    ,    7
 TUJQAR   , Fe1   , 2.122 , N3    ,    7
 TUJQAR   , Fe1   , 2.131 , N1    ,    7
 TUJQAR   , Fe1   , 2.135 , N2    ,    7
 TUPNIB   , Fe1   , 2.152 , Cl2   ,   17
 TUPNIB   , Fe1   , 2.153 , Cl3   ,   17
 TUPNIB   , Fe1   , 2.157 , Cl4   ,   17
 TUPNIB   , Fe1   , 2.195 , Cl1   ,   17
 TUPNIB   , Fe2   , 2.168 , Cl7   ,   17
 TUPNIB   , Fe2   , 2.173 , Cl5   ,   17
 TUPNIB   , Fe2   , 2.178 , Cl6   ,   17
 TUPNIB   , Fe2   , 2.189 , Cl8   ,   17
 TUQKAR   , Fe2   , 1.843 , O1    ,    8
 TUQKAR   , Fe2   ,  2.11 , O5    ,    8
 TUQKAR   , Fe2   , 2.154 , O3    ,    8
 TUQKAR   , Fe2   , 2.261 , N6    ,    7
 TUQKAR   , Fe2   , 2.264 , N5    ,    7
 TUQKAR   , Fe2   ,  2.31 , N4    ,    7
 TUQKEV   , Fe1   , 1.796 , O1    ,    8
 TUQKEV   , Fe1   , 2.033 , O2    ,    8
 TUQKEV   , Fe1   , 2.068 , O4    ,    8
 TUQKEV   , Fe1   , 2.186 , N3    ,    7
 TUQKEV   , Fe1   , 2.213 , N2    ,    7
 TUQKEV   , Fe1   , 2.245 , N1    ,    7
 TUQKEV   , Fe2   , 1.791 , O1    ,    8
 TUQKEV   , Fe2   , 2.029 , O5    ,    8
 TUQKEV   , Fe2   , 2.053 , O3    ,    8
 TUQKEV   , Fe2   , 2.183 , N6    ,    7
 TUQKEV   , Fe2   , 2.192 , N5    ,    7
 TUQKEV   , Fe2   , 2.248 , N4    ,    7
 TUQPEB   , Fe1   , 1.903 , O2    ,    8
 TUQPEB   , Fe1   , 1.955 , O1    ,    8
 TUQPEB   , Fe1   , 1.963 , O3    ,    8
 TUQPEB   , Fe1   , 2.132 , N1    ,    7
 TUQPEB   , Fe1   , 2.132 , N3    ,    7
 TUQPEB   , Fe1   , 2.163 , N2    ,    7
 TUQPEB   , Fe2   , 1.879 , O8    ,    8
 TUQPEB   , Fe2   , 1.963 , O7    ,    8
 TUQPEB   , Fe2   , 1.967 , O9    ,    8
 TUQPEB   , Fe2   , 2.126 , N4    ,    7
 TUQPEB   , Fe2   , 2.138 , N6    ,    7
 TUQPEB   , Fe2   , 2.192 , N5    ,    7
 TUQPEB   , Fe3   , 1.896 , O13   ,    8
 TUQPEB   , Fe3   , 1.948 , O15   ,    8
 TUQPEB   , Fe3   , 1.966 , O14   ,    8
 TUQPEB   , Fe3   , 2.131 , N9    ,    7
 TUQPEB   , Fe3   , 2.132 , N8    ,    7
 TUQPEB   , Fe3   , 2.183 , N7    ,    7
 TUQPEB   , Fe4   , 1.888 , O21   ,    8
 TUQPEB   , Fe4   , 1.939 , O19   ,    8
 TUQPEB   , Fe4   , 1.951 , O20   ,    8
 TUQPEB   , Fe4   , 2.132 , N11   ,    7
 TUQPEB   , Fe4   , 2.136 , N10   ,    7
 TUQPEB   , Fe4   , 2.189 , N12   ,    7
 TUVXUD   , Fe1   , 2.179 , Cl5   ,   17
 TUVXUD   , Fe1   , 2.184 , Cl8   ,   17
 TUVXUD   , Fe1   , 2.201 , Cl7   ,   17
 TUVXUD   , Fe1   , 2.202 , Cl6   ,   17
 TUVXUD   , Fe2   , 2.184 , Cl11  ,   17
 TUVXUD   , Fe2   , 2.184 , Cl9   ,   17
 TUVXUD   , Fe2   , 2.195 , Cl10  ,   17
 TUVXUD   , Fe2   , 2.202 , Cl12  ,   17
 UBENUK   , Fe1   , 1.761 , O1    ,    8
 UBENUK   , Fe1   , 2.208 , Cl3   ,   17
 UBENUK   , Fe1   , 2.216 , Cl2   ,   17
 UBENUK   , Fe1   , 2.226 , Cl1   ,   17
 UBENUK   , Fe2   , 1.746 , O2    ,    8
 UBENUK   , Fe2   , 2.215 , Cl4   ,   17
 UBENUK   , Fe2   , 2.215 , Cl6   ,   17
 UBENUK   , Fe2   , 2.222 , Cl5   ,   17
 UBOZOA   , Fe1   , 1.875 , O1    ,    8
 UBOZOA   , Fe1   , 1.978 , O2    ,    8
 UBOZOA   , Fe1   , 1.986 , O4    ,    8
 UBOZOA   , Fe1   , 2.178 , N1    ,    7
 UBOZOA   , Fe1   , 2.207 , N2    ,    7
 UBOZOA   , Fe1   , 2.227 , N3    ,    7
 UBOZOA   , Fe2   , 1.874 , O6    ,    8
 UBOZOA   , Fe2   , 1.972 , O7    ,    8
 UBOZOA   , Fe2   , 1.988 , O9    ,    8
 UBOZOA   , Fe2   , 2.161 , N4    ,    7
 UBOZOA   , Fe2   , 2.208 , N6    ,    7
 UBOZOA   , Fe2   , 2.225 , N5    ,    7
 UBOZOA   , Fe3   , 1.869 , O11   ,    8
 UBOZOA   , Fe3   , 1.984 , O12   ,    8
 UBOZOA   , Fe3   , 1.988 , O14   ,    8
 UBOZOA   , Fe3   , 2.157 , N7    ,    7
 UBOZOA   , Fe3   , 2.215 , N8    ,    7
 UBOZOA   , Fe3   , 2.221 , N9    ,    7
 UBOZOA   , Fe4   , 1.867 , O16   ,    8
 UBOZOA   , Fe4   , 1.972 , O19   ,    8
 UBOZOA   , Fe4   , 1.983 , O17   ,    8
 UBOZOA   , Fe4   , 2.165 , N10   ,    7
 UBOZOA   , Fe4   , 2.206 , N12   ,    7
 UBOZOA   , Fe4   , 2.207 , N11   ,    7
 UBUBAU   , Fe1   , 1.965 , O3    ,    8
 UBUBAU   , Fe1   , 1.978 , O1    ,    8
 UBUBAU   , Fe1   , 2.177 , N1    ,    7
 UBUBAU   , Fe1   , 2.205 , N3    ,    7
 UBUBAU   , Fe1   , 2.211 , N2    ,    7
 UBUBAU   , Fe1   , 2.322 , S1    ,   16
 UCECEL   , Fe1   , 2.172 , N1    ,    7
 UCECEL   , Fe1   , 2.222 , S3    ,   16
